id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
29,2020-08-05,Howe-Mayer,Jeep,Cherokee,2001,Purple,43087
30,2022-01-11,Schaefer Inc,Honda,Civic,2011,Indigo,17460
31,2022-03-17,Hauck and Sons,GMC,Acadia,2010,Violet,76345
32,2021-08-22,"Sauer, Wiegand and Feil",Morgan,Aero 8,2008,Maroon,14401
33,2020-12-01,Greenfelder-Christiansen,Land Rover,Discovery Series II,2002,Yellow,70625
34,2019-06-02,Veum Group,BMW,745,2004,Aquamarine,95335
35,2019-02-28,"Hoeger, Ondricka and Farrell",Chrysler,Crossfire,2005,Teal,42218
36,2021-04-16,Hickle Inc,Mitsubishi,Sigma,1990,Indigo,34636
37,2018-09-05,"Boyle, Marks and Mraz",Dodge,Durango,2005,Puce,62843
38,2020-11-15,Durgan-Lubowitz,Suzuki,Aerio,2005,Pink,20492
39,2023-02-24,Prohaska and Sons,Kia,Sephia,1998,Fuscia,31287
40,2019-07-15,"Stiedemann, Champlin and Turner",Ford,F150,1996,Green,77558
41,2021-11-30,Wuckert Group,Dodge,Viper,1995,Green,68171
42,2022-10-07,Torphy-Schinner,Ford,Escort,2002,Teal,36156
43,2019-05-09,Brekke LLC,Pontiac,Sunbird,1991,Blue,73931
44,2021-03-20,"Kautzer, Brown and Cassin",Toyota,MR2,1994,Indigo,88206
45,2021-04-28,Brekke Group,Mercury,Topaz,1987,Purple,52601
46,2022-05-13,"Thompson, Wuckert and Littel",Mitsubishi,Outlander,2004,Orange,65779
47,2022-03-08,"Padberg, O'Hara and Dicki",Suzuki,Vitara,2003,Purple,94890
48,2018-10-21,Aufderhar-Daugherty,Ford,Thunderbird,1955,Indigo,80156
49,2021-01-04,Kreiger and Sons,Ford,F150,1994,Goldenrod,62694
50,2021-06-13,Steuber Group,Audi,TT,2001,Teal,24537
51,2021-07-08,Yundt Inc,Isuzu,Oasis,1996,Turquoise,12041
52,2019-03-06,"Ziemann, Boehm and Keebler",Saturn,Astra,2008,Puce,38253
53,2022-03-10,Harber Inc,Toyota,Tacoma,2007,Orange,87707
54,2022-10-04,Weissnat and Sons,Audi,S5,2009,Indigo,15713
55,2019-04-08,Muller Group,Dodge,Charger,1999,Teal,82084
56,2021-06-09,"Monahan, Hegmann and Hahn",Ford,Mustang,1972,Aquamarine,15741
57,2019-09-12,Bosco-Emard,Toyota,Camry,2000,Indigo,61019
58,2018-03-17,"Herman, Paucek and Bogisich",Honda,Accord,2011,Teal,41500
59,2020-04-24,Stanton-Reichel,Buick,Roadmaster,1992,Indigo,74617
60,2018-03-17,"Steuber, Mante and Bashirian",Chrysler,Cirrus,1997,Mauv,24868
61,2023-04-26,"Schmeler, Ernser and Streich",Chevrolet,3500,2000,Indigo,31309
62,2018-02-04,Douglas-Kautzer,Ford,E-Series,1989,Teal,73765
63,2019-01-16,"Carter, Muller and Kuhn",Land Rover,Range Rover,1998,Indigo,77899
64,2019-04-18,Hayes Group,Bentley,Azure,2006,Purple,71064
65,2019-12-07,Gulgowski-Lindgren,Toyota,FJ Cruiser,2007,Fuscia,26736
66,2021-11-23,Barton-Kessler,Eagle,Talon,1992,Fuscia,25201
67,2022-03-23,Steuber-Ruecker,Ford,F-Series,1986,Aquamarine,10318
68,2022-03-05,"Aufderhar, Fisher and Waelchi",Chevrolet,Camaro,1974,Green,19763
69,2021-01-21,Simonis-Heidenreich,Lexus,LS,1998,Maroon,20383
70,2022-08-22,Corwin and Sons,Hyundai,Santa Fe,2011,Pink,21403
71,2021-04-16,Rodriguez Group,Saab,9-3,2012,Green,69042
72,2018-08-01,"Wisoky, Schulist and Spencer",Volkswagen,rio,1997,Blue,67681
73,2020-05-30,Sauer and Sons,Acura,MDX,2008,Turquoise,19071
74,2019-02-05,"Fahey, Muller and Kohler",Dodge,Caliber,2007,Indigo,66109
75,2018-09-28,Langworth-Kunze,Acura,RDX,2012,Indigo,89570
76,2019-10-24,McClure-Littel,Chevrolet,Impala,2009,Orange,16880
77,2021-05-16,White Inc,Ford,E350,2009,Yellow,14150
78,2018-05-22,"Abbott, Grimes and Kuhlman",Nissan,200SX,1995,Orange,54424
79,2018-11-20,Kozey-Dietrich,Lincoln,Mark LT,2006,Indigo,28056
80,2018-09-14,Mayert-Cartwright,Buick,Roadmaster,1996,Green,91493
81,2019-04-14,Gorczany Inc,GMC,Envoy,2000,Crimson,50675
82,2022-06-18,Breitenberg Inc,Maserati,430,1991,Blue,30650
83,2023-05-04,Stokes-Osinski,Dodge,Ram Wagon B350,1993,Red,58916
84,2018-09-18,Brekke and Sons,Chevrolet,Silverado,2001,Crimson,45958
85,2020-11-16,Bartell-Hammes,Jeep,Cherokee,1997,Pink,56681
86,2018-06-21,Larson LLC,Oldsmobile,98,1993,Teal,56444
87,2018-08-27,Spencer and Sons,Mercedes-Benz,S-Class,2005,Violet,53969
88,2020-07-31,Prosacco LLC,Ford,Aspire,1995,Yellow,84179
89,2021-09-13,Kilback-Hane,Nissan,Sentra,1996,Blue,66761
90,2020-01-24,Gottlieb-Baumbach,Mitsubishi,Eclipse,2002,Khaki,99899
91,2021-02-14,Lehner and Sons,Audi,S8,2002,Mauv,12923
92,2018-05-07,Smith Group,Jeep,Grand Cherokee,2008,Crimson,15812
93,2019-07-07,Metz-Muller,Dodge,Viper,1994,Pink,27602
94,2021-10-24,"Muller, Weimann and Brekke",Buick,LeSabre,1995,Purple,63756
95,2020-12-26,"Boyer, Schowalter and Kub",Toyota,Tercel,1995,Maroon,28082
96,2020-10-09,Kunde-McLaughlin,Lotus,Exige,2007,Goldenrod,66956
97,2021-03-11,Pagac LLC,Lexus,ES,2011,Indigo,49479
98,2019-04-10,Zulauf Inc,Dodge,Colt,1993,Crimson,11816
99,2021-02-12,Maggio and Sons,Buick,Skylark,1986,Orange,67183
100,2019-12-26,"Hessel, Fay and Hilll",Volvo,V50,2011,Red,87342
101,2022-12-16,Lesch and Sons,Chevrolet,Suburban,2008,Red,15237
102,2022-05-26,Bode LLC,Cadillac,DeVille,1992,Violet,61617
103,2019-02-08,"Schmeler, Denesik and Ferry",Toyota,Tacoma,2001,Maroon,32067
104,2020-09-06,Larkin LLC,Toyota,Sequoia,2011,Teal,91971
105,2020-03-31,Schultz-West,Lincoln,Continental,1991,Purple,38470
106,2019-05-10,Swift-Ratke,Lexus,GX,2007,Red,32191
107,2018-02-06,Casper-Trantow,Mazda,MX-5,2001,Pink,11584
108,2022-01-14,Rau-Weissnat,Honda,Fit,2012,Goldenrod,43180
109,2023-03-21,"Ward, Towne and Feest",Lotus,Exige,2009,Aquamarine,12464
110,2021-11-04,Steuber-Welch,Kia,Sedona,2010,Blue,54248
111,2021-05-31,"Pouros, Vandervort and Will",Ford,Ranger,1987,Yellow,31585
112,2019-01-23,"Bailey, Leuschke and Runolfsson",Austin,Mini,1963,Blue,10071
113,2021-02-26,"Leannon, Kertzmann and Effertz",BMW,M5,2002,Turquoise,40229
114,2022-08-25,"Reinger, Collier and Hackett",Chevrolet,Silverado 3500,2001,Blue,16683
115,2020-07-20,Spencer-Herzog,Pontiac,Grand Am,1993,Purple,78930
116,2021-03-29,"Ankunding, Zemlak and Nitzsche",Mercury,Marquis,1986,Yellow,30927
117,2021-07-09,Batz-Barrows,Chevrolet,1500,1993,Orange,67526
118,2021-12-03,"Johns, Hane and Monahan",Chevrolet,Corvette,1995,Pink,21031
119,2020-02-03,"Willms, Wunsch and Dare",Subaru,Impreza,1998,Maroon,38064
120,2019-04-06,"Raynor, Heathcote and Wiegand",Ford,Thunderbird,2003,Crimson,70484
121,2022-10-16,Murray-Mueller,Audi,S6,2003,Fuscia,63334
122,2020-10-12,"Keeling, Jacobson and Kuhic",BMW,M,2002,Crimson,70770
123,2020-10-06,Rau LLC,BMW,8 Series,1996,Violet,93575
124,2018-11-25,Predovic LLC,Cadillac,Eldorado,1994,Crimson,86208
125,2018-02-16,Cummings-Bogan,Cadillac,Escalade,2011,Turquoise,71338
126,2020-01-27,Kunde Inc,Chevrolet,Sportvan G10,1992,Green,62465
127,2021-04-26,Robel LLC,Chevrolet,Suburban 1500,1997,Crimson,15449
128,2022-12-10,Schowalter-Jast,Acura,RL,2004,Red,31990
129,2018-01-21,Wehner-Gerlach,Audi,80,1991,Blue,40327
130,2018-02-20,Kuphal-McGlynn,Land Rover,Range Rover,2005,Goldenrod,58079
131,2018-10-26,Heathcote LLC,Lexus,IS-F,2011,Aquamarine,70906
132,2019-08-19,Konopelski-Walter,Land Rover,Range Rover Sport,2006,Indigo,41744
133,2020-06-28,Hansen-Botsford,Chevrolet,Colorado,2012,Green,95409
134,2021-07-17,"Russel, Abbott and Auer",Volkswagen,Touareg,2012,Crimson,52893
135,2020-08-25,Armstrong-Heaney,Cadillac,DeVille,1992,Aquamarine,59946
136,2021-03-27,"Rosenbaum, Gulgowski and Collins",Honda,Prelude,1994,Yellow,46537
137,2020-10-16,Donnelly LLC,Volkswagen,New Beetle,2007,Pink,22091
138,2023-04-23,"Nicolas, Howe and Hessel",Subaru,Legacy,1995,Mauv,53545
139,2021-08-21,"Sanford, O'Conner and Abbott",Suzuki,Grand Vitara,2005,Puce,89259
140,2020-09-18,"Kuvalis, Rodriguez and Wiegand",Porsche,Cayenne,2008,Pink,12484
141,2018-01-30,Lubowitz Group,Chrysler,300,1999,Aquamarine,59000
142,2022-03-01,Russel-Skiles,Jeep,Compass,2007,Orange,93992
143,2019-08-17,"Wisozk, Lind and Buckridge",Chevrolet,Camaro,1970,Pink,78396
144,2023-05-08,Thompson Inc,Honda,Civic,1980,Khaki,13127
145,2020-12-20,"Hegmann, Hartmann and Bogan",Ford,Mustang,1990,Purple,47442
146,2019-12-27,Graham-Bauch,Lincoln,LS,2004,Blue,95414
147,2020-02-04,Bogisich and Sons,Mitsubishi,Chariot,1996,Puce,85778
148,2018-02-13,Funk Group,Nissan,Sentra,2003,Mauv,92812
149,2023-04-04,Ferry-Simonis,Audi,200,1990,Orange,50760
150,2022-12-28,"Grant, Reichert and Leffler",Oldsmobile,Silhouette,1999,Crimson,61357
151,2021-07-16,"Harvey, Dickinson and Yundt",Chevrolet,Lumina,1995,Red,51867
152,2018-09-15,Herzog Inc,Dodge,Stratus,2002,Blue,86025
153,2019-10-09,Cummerata LLC,Nissan,Quest,1997,Orange,75540
154,2019-08-16,Schultz-Padberg,Pontiac,G5,2007,Violet,37719
155,2020-09-28,"Mueller, Grady and Nikolaus",MINI,Cooper,2012,Orange,47236
156,2019-07-19,"Ankunding, Ruecker and Watsica",Infiniti,I,1996,Mauv,39840
157,2018-10-23,DuBuque-Schroeder,Volkswagen,Jetta,1994,Blue,25515
158,2018-06-17,"Watsica, Hills and Roob",Ford,F150,2011,Puce,69631
159,2020-12-14,"Rath, Schulist and Daniel",Chevrolet,Impala,2003,Turquoise,70224
160,2021-05-31,Windler-Bednar,Volkswagen,Jetta,2001,Indigo,60641
161,2022-04-05,"Tremblay, Wehner and Volkman",Audi,A3,2009,Puce,71079
162,2019-05-25,"Rowe, King and Boyle",Volvo,S80,2009,Mauv,91224
163,2022-03-10,Kassulke-MacGyver,Acura,RL,2001,Goldenrod,27173
164,2023-01-11,Rutherford-McCullough,Volkswagen,GTI,2008,Yellow,55561
165,2022-08-31,Casper LLC,Saab,900,1998,Violet,13833
166,2018-08-16,Goyette and Sons,Scion,tC,2005,Red,42027
167,2021-06-05,"Corkery, King and Gerlach",Honda,Prelude,1995,Yellow,23687
168,2019-08-22,Smitham and Sons,Toyota,Camry,1994,Turquoise,14744
169,2022-08-04,"Deckow, Little and Wiza",Buick,Skylark,1988,Khaki,27353
170,2020-01-10,Franecki-Rice,Volkswagen,Passat,2002,Khaki,30140
171,2019-06-08,"Klocko, Veum and Ankunding",Chevrolet,Corvette,1965,Crimson,65889
172,2022-11-10,Dare-Leuschke,Oldsmobile,Intrigue,2000,Pink,23591
173,2022-07-10,"Simonis, D'Amore and Witting",Ford,E-Series,2005,Red,71698
174,2022-04-30,Crooks Inc,Mercedes-Benz,C-Class,1999,Crimson,61722
175,2020-04-14,"Rath, Tillman and Kohler",Mitsubishi,Galant,1991,Green,70636
176,2019-09-01,"Cruickshank, Upton and Cole",Mercury,Mountaineer,2005,Yellow,93733
177,2020-02-06,Huel Inc,Nissan,Rogue,2012,Fuscia,31702
178,2019-08-28,Koss-Johnston,Ferrari,599 GTB Fiorano,2009,Purple,59545
179,2018-09-19,Conroy Inc,Chevrolet,2500,1996,Red,42879
180,2020-07-25,"Dickens, Upton and Roberts",Isuzu,Trooper,1999,Yellow,72748
181,2022-06-10,Dooley-Schuster,Chevrolet,Equinox,2009,Blue,83678
182,2020-08-25,Schmeler-Thiel,Alfa Romeo,164,1994,Maroon,18713
183,2019-11-29,Wunsch Group,Lincoln,Continental,1999,Aquamarine,50961
184,2020-04-18,Hansen-Koch,GMC,Safari,2000,Orange,81067
185,2019-03-20,"Mosciski, Shanahan and Gerhold",Oldsmobile,Alero,2000,Crimson,85829
186,2022-03-23,"Harris, Howe and Schmidt",Dodge,Ram 2500,1998,Crimson,92754
187,2022-10-07,Moore-Toy,Mercedes-Benz,E-Class,2008,Violet,43054
188,2021-08-21,"Doyle, Legros and Thiel",Pontiac,Grand Prix,1982,Purple,73752
189,2022-12-28,Nicolas and Sons,Saturn,L-Series,2000,Khaki,23970
190,2021-05-10,Price-Abernathy,BMW,M Roadster,2006,Purple,14033
191,2018-09-18,Mueller and Sons,Acura,MDX,2001,Indigo,49229
192,2022-02-05,Rippin-Spencer,Dodge,Colt,1989,Aquamarine,69777
193,2022-05-25,Connelly-Yost,Bentley,Continental,2006,Goldenrod,40372
194,2019-08-26,Runolfsson Group,Honda,Insight,2001,Turquoise,48602
195,2020-08-31,"Grant, Parker and Medhurst",Hummer,H3,2010,Khaki,39227
196,2019-11-16,"Wisoky, Lindgren and Smith",Ford,F-Series,1997,Goldenrod,41642
197,2018-06-16,"Bradtke, Thompson and Batz",Ford,Ranger,1997,Puce,76759
198,2018-10-05,"Kirlin, Paucek and Zemlak",Bentley,Arnage,2007,Pink,91743
199,2019-12-13,"Torp, Gusikowski and Gusikowski",Ford,F150,2008,Teal,66314
200,2019-04-29,Green-Prosacco,Toyota,MR2,2001,Turquoise,29609
201,2021-05-03,Kulas-Balistreri,Pontiac,Montana,2006,Indigo,86842
202,2020-05-19,"Lang, Stark and Hilll",Mazda,CX-9,2011,Orange,87901
203,2022-01-27,"Jacobi, Price and Padberg",Acura,Legend,1988,Maroon,40780
204,2022-08-08,Schultz LLC,GMC,Sierra 3500,2007,Green,97138
205,2018-12-13,Nicolas Inc,Isuzu,Trooper,1995,Fuscia,84666
206,2019-05-19,Cruickshank-Gusikowski,Oldsmobile,Silhouette,1995,Teal,66068
207,2019-08-26,Block-Lemke,Mitsubishi,Montero,2005,Yellow,24833
208,2021-09-07,Nolan-Parker,Lexus,RX,2013,Teal,90259
209,2019-07-29,Breitenberg-Mann,Mazda,RX-8,2006,Turquoise,73665
210,2018-06-03,"Raynor, Will and Prohaska",Oldsmobile,Aurora,2002,Pink,78580
211,2021-02-01,Cruickshank-Turcotte,Audi,riolet,1995,Red,49197
212,2022-11-01,"Jast, Kemmer and Weissnat",Volkswagen,Touareg,2007,Khaki,20081
213,2019-05-14,"Gibson, Streich and Klocko",Buick,Skylark,1990,Goldenrod,10190
214,2018-05-01,"Erdman, Predovic and Gleason",Mercury,Milan,2010,Turquoise,81955
215,2021-11-02,Tromp-Altenwerth,Ford,Taurus,2004,Red,33755
216,2022-09-25,"Bednar, Kuphal and Hyatt",Porsche,Panamera,2012,Blue,53738
217,2021-01-16,Bergnaum Group,Audi,A6,2010,Turquoise,84724
218,2019-03-19,Stehr-Nienow,Audi,A8,2012,Puce,17475
219,2021-02-13,Friesen-Monahan,Volkswagen,Rabbit,2008,Turquoise,63439
220,2019-12-12,Wilderman Group,Toyota,Corolla,2001,Pink,36846
221,2021-05-29,Douglas-Price,Lamborghini,Murciélago,2010,Fuscia,87305
222,2020-09-07,"Jones, Gislason and Ernser",Jaguar,XJ Series,2003,Blue,99351
223,2022-07-28,Bogan-O'Connell,GMC,Sierra 2500,2012,Red,45895
224,2018-12-04,Prohaska-Reichert,Lexus,HS,2012,Yellow,57451
225,2021-03-15,Goodwin LLC,Nissan,Quest,1995,Crimson,83936
226,2020-02-27,Zulauf-Kautzer,Ford,E250,2003,Crimson,50168
227,2022-09-30,Stracke and Sons,Lexus,LX,2013,Violet,43158
228,2020-04-28,Bogan Group,Ford,GT,2005,Green,20255
229,2019-09-12,Howell-Sporer,Ford,F150,2004,Turquoise,12439
230,2021-12-03,Stokes-Funk,Dodge,Caravan,1995,Aquamarine,23587
231,2018-12-24,Hermiston LLC,GMC,Safari,1998,Yellow,51614
232,2023-02-17,"Olson, Parker and Gulgowski",GMC,Rally Wagon 3500,1994,Maroon,52660
233,2019-06-04,"Kozey, Torphy and Rath",Chevrolet,Monza,1975,Fuscia,78241
234,2019-08-27,Fahey Inc,Suzuki,Reno,2006,Aquamarine,90739
235,2021-02-17,Beahan-Stiedemann,GMC,3500,1996,Orange,24731
236,2020-09-02,"Zemlak, Schinner and Ondricka",Chevrolet,Prizm,2001,Purple,84809
237,2018-07-26,"Halvorson, Huel and Lakin",Mercury,Topaz,1986,Turquoise,72291
238,2020-01-10,"Padberg, Breitenberg and Graham",Hyundai,Accent,1997,Green,72494
239,2021-01-28,Miller-Sauer,Toyota,Solara,2000,Purple,33548
240,2019-06-09,Sipes-Kihn,Chevrolet,Avalanche 1500,2005,Orange,69724
241,2021-05-20,"Ratke, Grimes and Breitenberg",Suzuki,Swift,1997,Red,40979
242,2021-05-05,Graham Inc,Infiniti,QX56,2011,Teal,86847
243,2020-07-13,"Ward, Koepp and Kerluke",Audi,A4,2006,Aquamarine,63759
244,2021-10-07,Farrell-Cremin,Kia,Rio,2009,Teal,25564
245,2021-02-18,Lakin-Ledner,Acura,Legend,1989,Crimson,70187
246,2020-10-13,Renner LLC,Volkswagen,Cabriolet,1995,Blue,11594
247,2023-02-13,Hauck Inc,Nissan,Sentra,2003,Violet,65253
248,2021-08-07,Monahan-Jones,Cadillac,Eldorado,2002,Orange,51129
249,2020-04-05,"Prosacco, Conn and Breitenberg",Jaguar,XJ Series,2003,Goldenrod,30356
250,2021-08-12,"Cormier, Murray and Harber",Jeep,Patriot,2007,Aquamarine,18148
251,2018-02-23,"Stehr, Schamberger and Swaniawski",Porsche,Carrera GT,2004,Khaki,15129
252,2021-04-06,"Bode, Price and Huels",Lincoln,Town Car,1993,Violet,82688
253,2020-12-02,"Jones, Marvin and Hermann",Mercedes-Benz,SLK55 AMG,2009,Teal,55801
254,2022-05-31,Pfeffer and Sons,Ford,Aerostar,1992,Fuscia,60517
255,2022-04-28,Prohaska-Kilback,Lexus,IS,2004,Mauv,45651
256,2021-01-23,Ritchie-Gislason,GMC,Sierra 3500,2000,Crimson,54002
257,2022-10-15,"Watsica, Rowe and Jenkins",Infiniti,G37,2009,Aquamarine,54958
258,2021-07-23,"Kertzmann, Wunsch and Gerhold",Buick,Park Avenue,1999,Maroon,64125
259,2022-02-06,"Schmitt, Kling and Mertz",Land Rover,Range Rover,1986,Purple,98873
260,2019-01-23,Greenholt-Gusikowski,Ford,Mustang,1966,Maroon,86347
261,2023-03-20,"Parisian, McLaughlin and Hermiston",Honda,Passport,2000,Crimson,16706
262,2020-07-06,"Medhurst, Hessel and Lynch",Eagle,Talon,1993,Purple,25860
263,2019-11-30,"Okuneva, Ritchie and Dibbert",Pontiac,Grand Am,1990,Purple,11290
264,2022-06-20,Emard Inc,Rolls-Royce,Phantom,2005,Crimson,85371
265,2022-05-18,Sauer-Maggio,Maserati,Spyder,2005,Crimson,12503
266,2019-08-09,"Simonis, Gusikowski and Hirthe",Volvo,V50,2006,Yellow,55674
267,2020-05-16,Johns Group,Pontiac,GTO,1967,Pink,71925
268,2019-01-29,Douglas-Koepp,Land Rover,Range Rover,2007,Yellow,88735
269,2018-10-12,Bode Inc,Mazda,Tribute,2003,Puce,26116
270,2022-06-06,Huels-Stoltenberg,Mercedes-Benz,CLS-Class,2006,Khaki,69654
271,2022-04-17,Schuster-Kerluke,Volkswagen,Cabriolet,1987,Red,69785
272,2022-08-12,Rippin-Abbott,Buick,Regal,1985,Aquamarine,27364
273,2022-01-14,Schamberger and Sons,Subaru,Tribeca,2008,Teal,96835
274,2022-06-11,Larson Group,Hyundai,Santa Fe,2007,Teal,35614
275,2023-01-25,"Ritchie, Towne and Funk",Mercury,Cougar,1993,Maroon,18522
276,2018-05-24,"Rau, Dietrich and West",Chevrolet,Suburban,2009,Green,49249
277,2019-02-18,Waelchi-Ziemann,Chevrolet,Malibu,2009,Red,58809
278,2021-06-20,Corwin-Weimann,Dodge,Ram 1500,1996,Yellow,80346
279,2021-06-27,"Tromp, Boyer and Langworth",Jeep,Grand Cherokee,2004,Turquoise,51801
280,2022-10-23,Lakin and Sons,BMW,3 Series,2012,Violet,71627
281,2020-05-14,Borer-Herzog,Mazda,Mazda6,2008,Puce,42572
282,2022-10-02,"Terry, Osinski and Schimmel",Mercedes-Benz,SL-Class,1986,Fuscia,79147
283,2018-09-29,"Kuhlman, Hoeger and Bednar",Infiniti,QX56,2011,Aquamarine,30393
284,2018-08-09,"Kihn, Jacobson and Fay",Saab,9-2X,2005,Red,32590
285,2019-07-28,Wilderman Inc,Mercedes-Benz,E-Class,2003,Violet,17151
286,2019-06-26,Gorczany-Reynolds,Volkswagen,Jetta,2011,Blue,58845
287,2021-08-19,"O'Connell, Mraz and Ritchie",Chevrolet,Express 1500,2011,Teal,55830
288,2022-05-08,Wiegand-Maggio,Dodge,Stratus,1999,Mauv,59684
289,2018-12-18,"Dibbert, Streich and Fisher",Honda,CR-V,2002,Khaki,76376
290,2021-08-11,Dooley and Sons,BMW,7 Series,1993,Orange,96099
291,2021-10-26,O'Keefe Group,Mazda,Tribute,2004,Crimson,89580
292,2022-05-18,Smith-Hermann,Chrysler,PT Cruiser,2004,Puce,60952
293,2021-04-03,"Altenwerth, Friesen and Kutch",Cadillac,Eldorado,1996,Indigo,47145
294,2020-02-02,Grimes Inc,Pontiac,Grand Prix,1995,Aquamarine,82007
295,2023-01-01,Walter LLC,Chevrolet,Camaro,1992,Goldenrod,81523
296,2021-06-09,Bednar and Sons,Dodge,Caravan,2005,Crimson,97486
297,2019-01-12,Sawayn-Hodkiewicz,Porsche,911,2002,Purple,85985
298,2022-04-22,Gleichner-Howell,Maybach,62,2007,Pink,50536
299,2021-10-02,Fadel-Pfeffer,Dodge,Dakota Club,2004,Turquoise,56700
300,2019-10-07,Jenkins and Sons,Land Rover,Discovery,1999,Khaki,15185
301,2018-12-26,Durgan LLC,Volkswagen,GTI,1996,Violet,15810
302,2021-02-24,"Wolff, Berge and Connelly",Pontiac,Firebird Formula,1999,Orange,51506
303,2020-01-28,Nitzsche Inc,Dodge,Caliber,2010,Pink,68605
304,2021-04-27,Erdman Group,Mitsubishi,Galant,1988,Green,81226
305,2020-05-16,"Ratke, Gutkowski and Abernathy",BMW,X5,2009,Turquoise,11121
306,2019-08-12,Beatty-Hartmann,Ram,1500,2012,Teal,48730
307,2018-04-18,"Roob, Fisher and Prohaska",Hyundai,Tucson,2007,Yellow,63646
308,2020-04-19,"Davis, Hansen and McKenzie",Hyundai,XG300,2001,Teal,40394
309,2021-03-11,"VonRueden, Trantow and Larson",Volkswagen,Cabriolet,1987,Turquoise,84425
310,2020-02-18,Schaden-Carroll,Honda,del Sol,1996,Goldenrod,34273
311,2018-06-28,"Hane, Little and Turcotte",Mercedes-Benz,CLS-Class,2011,Puce,92086
312,2018-08-23,"Koch, Romaguera and Kuhlman",Infiniti,J,1996,Goldenrod,63082
313,2018-06-28,"Murazik, Schuppe and O'Hara",Dodge,Avenger,2010,Blue,78576
314,2019-06-09,Bauch-Rodriguez,Chevrolet,Suburban 2500,1993,Purple,17011
315,2022-07-16,Feil-Friesen,Infiniti,QX,2000,Teal,38095
316,2020-12-05,Cartwright and Sons,Porsche,928,1989,Mauv,83841
317,2020-09-28,"Nicolas, Christiansen and Roob",Maserati,Spyder,2004,Khaki,41928
318,2020-09-30,Pfannerstill-Klein,Honda,Accord,1998,Purple,91775
319,2022-04-26,Grimes Group,Lamborghini,Countach,1985,Goldenrod,38281
320,2018-05-16,Miller Group,Ford,EXP,1988,Maroon,33567
321,2019-05-19,Ernser Group,Mazda,B-Series Plus,2004,Aquamarine,71347
322,2019-05-12,Glover-Turcotte,Daewoo,Leganza,2001,Orange,36748
323,2021-01-14,"Franecki, Conroy and Kertzmann",Mercedes-Benz,190E,1992,Mauv,47039
324,2023-04-23,"Shanahan, Bechtelar and Cronin",Ford,Thunderbird,2006,Goldenrod,85855
325,2020-07-12,Greenholt and Sons,Chrysler,Crossfire,2004,Turquoise,57614
326,2021-06-26,Pouros Inc,Dodge,Challenger,2010,Purple,32409
327,2021-11-16,Leffler LLC,Suzuki,Grand Vitara,2009,Goldenrod,76936
328,2019-08-31,Breitenberg Inc,Honda,Insight,2010,Purple,28347
329,2020-09-26,Moen Inc,Hummer,H1,1995,Violet,53101
330,2021-09-07,"Collins, Russel and Schimmel",Audi,S4,2006,Purple,17044
331,2020-11-19,Raynor-Lowe,Chevrolet,Impala,1995,Teal,74954
332,2019-04-03,Kovacek Inc,Suzuki,Reno,2006,Khaki,50013
333,2018-09-22,"Keeling, Mitchell and Stiedemann",Mazda,CX-7,2008,Orange,18939
