id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
158,2022-12-15,White LLC,Jeep,Wrangler,1992,Blue,38276
159,2023-01-30,"Grant, Robel and Reynolds",Cadillac,Escalade,2010,Purple,93637
160,2023-02-24,"Waelchi, Beahan and McLaughlin",Hyundai,Santa Fe,2012,Khaki,18460
161,2023-04-15,Gusikowski and Sons,Saab,9-5,2010,Indigo,83341
162,2023-04-21,Fahey-Buckridge,Ford,F-Series Super Duty,2009,Khaki,25643
163,2023-01-16,Shanahan-Wiza,Acura,NSX,1996,Orange,37611
164,2023-04-27,"Lubowitz, Terry and Grady",Acura,RL,2001,Orange,18366
165,2023-02-19,Wolff and Sons,Scion,xD,2009,Puce,52916
166,2023-03-29,"Funk, Kling and Hackett",BMW,M3,2012,Violet,78691
167,2023-01-27,Koelpin-Kessler,Mitsubishi,Montero,1997,Puce,14870
168,2023-02-17,Rippin-Rowe,Acura,RL,2001,Green,31975
169,2023-04-29,Leffler-Thiel,Maybach,62,2012,Crimson,17938
170,2023-03-16,Kling and Sons,Chrysler,Sebring,2001,Green,78198
171,2022-12-23,Bergnaum-Goldner,Saab,900,1999,Blue,66121
172,2023-04-10,"Kuvalis, Carter and Schinner",Ford,Econoline E250,2002,Crimson,41889
173,2023-04-28,Bartell-Ruecker,Chevrolet,Venture,2004,Maroon,11698
174,2022-11-28,Emard LLC,Volvo,S60,2004,Aquamarine,11813
175,2022-12-16,Quitzon LLC,Toyota,Highlander,2002,Green,16389
176,2023-04-08,Ward-Mante,Tesla,Roadster,2011,Goldenrod,61763
177,2023-02-05,Marks Inc,Mitsubishi,Truck,1990,Goldenrod,77676
178,2023-01-12,Mann Group,Chevrolet,Tahoe,2002,Teal,13544
179,2022-12-14,Kilback LLC,Chevrolet,Cobalt,2008,Blue,18235
180,2023-03-19,"Ziemann, Walter and Shields",BMW,X5 M,2013,Orange,84838
181,2023-01-13,"Dickens, Stanton and Borer",Ford,Thunderbird,1967,Teal,22764
182,2023-03-20,Rohan-Mitchell,Buick,Riviera,1988,Blue,38335
183,2023-03-11,Rutherford LLC,GMC,Savana,2006,Pink,45222
184,2023-01-01,"Lakin, Dare and Armstrong",Lexus,RX Hybrid,2012,Violet,44743
185,2023-02-23,Langworth-Murray,Chevrolet,Astro,1995,Green,22659
186,2023-01-04,Cole-Heaney,Jaguar,XJ Series,2002,Maroon,41416
187,2022-12-08,"Leannon, Bashirian and Klein",Ford,Freestar,2005,Teal,57977
188,2023-01-07,"Lang, Anderson and Rath",BMW,6 Series,2004,Maroon,92367
189,2023-01-16,Lowe-Crona,Nissan,Maxima,1996,Blue,55112
190,2022-12-22,Bode and Sons,Acura,RL,2006,Red,12117
191,2022-12-16,Swift-Bradtke,Mitsubishi,Outlander Sport,2011,Pink,37566
192,2023-01-13,"Harris, Wintheiser and Johnston",Suzuki,Samurai,1992,Purple,20795
193,2023-01-03,"Bins, Morar and Gerhold",Dodge,D250 Club,1992,Blue,18942
194,2023-03-23,"Murphy, Fahey and Carroll",Mercedes-Benz,SL-Class,2009,Maroon,64244
195,2023-05-01,Hamill Inc,Audi,4000,1987,Goldenrod,34514
196,2023-05-10,Witting-Mraz,Mitsubishi,Montero,1994,Yellow,78766
197,2023-02-17,Hermann-Shields,Mercedes-Benz,W201,1988,Puce,68522
198,2023-04-29,Turcotte Group,Daewoo,Nubira,2001,Aquamarine,94423
199,2023-03-19,D'Amore-Harber,BMW,330,2005,Teal,61184
200,2023-03-22,"Kub, Goodwin and Lockman",Cadillac,Escalade ESV,2010,Orange,96719
201,2023-03-31,"Dibbert, Koepp and Abernathy",Ford,E350,2003,Blue,66769
202,2022-12-04,Paucek and Sons,Chevrolet,Vega,1971,Turquoise,25463
203,2023-01-02,Renner Inc,GMC,Savana,2010,Goldenrod,97668
204,2022-12-19,Cummerata-Baumbach,Saab,9-5,2010,Fuscia,39727
205,2023-03-26,Jacobi Inc,Infiniti,G35,2008,Khaki,34031
206,2023-04-29,Buckridge Group,Porsche,911,1996,Red,93439
207,2023-05-08,Hayes-Hauck,Dodge,Stratus,1997,Mauv,67009
208,2023-03-14,Cruickshank-Purdy,Mercedes-Benz,W201,1991,Turquoise,30028
209,2023-01-21,Parisian Group,Saab,9-2X,2006,Goldenrod,17309
210,2022-11-15,"Rice, Mante and MacGyver",Volvo,XC70,2005,Blue,70403
211,2023-03-11,Turner-Gislason,Mercedes-Benz,M-Class,2001,Teal,73933
212,2023-03-08,"Yundt, Luettgen and Bruen",Ford,Freestyle,2005,Khaki,41023
213,2022-11-24,Fisher-Tremblay,Ford,Ranger,1994,Maroon,44027
214,2022-12-07,"Simonis, Satterfield and Schuster",Toyota,RAV4,2008,Violet,71160
215,2022-11-27,"Wintheiser, Graham and Osinski",Dodge,Stratus,1995,Puce,93679
216,2023-03-04,Mayer-Torphy,Toyota,T100,1997,Yellow,39017
217,2023-05-13,Daugherty-Hayes,Volkswagen,GTI,1989,Crimson,94348
218,2023-03-03,Walter Inc,Mercedes-Benz,R-Class,2007,Mauv,89301
219,2023-02-16,Lehner Inc,BMW,Alpina B7,2008,Yellow,31548
220,2023-04-25,Borer Group,Pontiac,6000,1989,Pink,93046
221,2023-02-21,Armstrong-Corkery,Volkswagen,Type 2,1986,Crimson,92617
222,2022-11-19,Goldner-Morar,Ford,E350,2009,Mauv,67674
223,2023-03-31,Rolfson Group,Toyota,Corolla,1996,Goldenrod,61194
224,2022-12-27,"Koelpin, Wilkinson and Gorczany",Audi,A8,2011,Goldenrod,40868
225,2022-12-23,Dare LLC,Hyundai,Sonata,1995,Crimson,97050
226,2022-11-25,Botsford-Block,Dodge,Ram 3500,1995,Indigo,65977
227,2023-02-16,Goodwin Inc,Acura,Integra,1998,Khaki,35621
228,2023-01-02,Ledner-Goodwin,Lexus,LX,2001,Aquamarine,36172
229,2023-03-21,Harber-Fadel,Mercedes-Benz,SLK-Class,2005,Green,59433
230,2023-04-14,Lueilwitz-Bechtelar,GMC,Jimmy,1999,Maroon,11321
231,2023-02-21,"Schoen, Harris and Spinka",Acura,RL,2008,Crimson,81248
232,2022-12-18,"Hoppe, Murphy and MacGyver",Mercedes-Benz,CL-Class,1998,Teal,14948
233,2023-05-09,Kovacek Group,Subaru,Legacy,1993,Aquamarine,65128
234,2022-12-05,Macejkovic Group,Mercury,Sable,1998,Crimson,13303
235,2023-03-21,Batz LLC,Chevrolet,Corvette,1954,Goldenrod,91553
236,2023-04-27,"Altenwerth, White and Kessler",Kia,Rio,2002,Pink,97499
237,2023-03-16,Mitchell Inc,Kia,Rondo,2008,Teal,22247
238,2022-11-29,"Berge, Fay and Hahn",Chrysler,Pacifica,2004,Goldenrod,80459
239,2023-01-23,"Schuppe, Hand and Tromp",Isuzu,Stylus,1992,Purple,81095
240,2023-02-04,Casper Group,BMW,7 Series,2012,Turquoise,91373
241,2023-02-21,"Fay, Adams and Metz",GMC,Vandura 1500,1994,Green,28456
242,2023-04-20,Kris-Metz,BMW,M5,2007,Khaki,90860
243,2023-03-20,Carter-Kirlin,Nissan,Maxima,1995,Green,38635
244,2023-05-06,Farrell-Carroll,GMC,Sierra 3500,2006,Khaki,91013
245,2022-12-08,Dach-Schuppe,GMC,Terrain,2011,Crimson,15694
246,2023-01-27,"Hegmann, Purdy and Reichel",Kia,Sephia,1996,Purple,77031
247,2022-12-04,Maggio-Krajcik,Hummer,H2,2008,Khaki,98493
248,2022-12-28,Zboncak-Wiegand,Chevrolet,Express 3500,2007,Purple,84603
249,2022-12-16,Bernhard-Collins,Volkswagen,Rabbit,2007,Red,42954
250,2022-12-26,"Maggio, Jenkins and Windler",Ford,Festiva,1990,Turquoise,28310
251,2023-04-18,Schultz and Sons,Toyota,4Runner,1993,Khaki,33816
252,2023-01-22,"Langosh, Glover and Kuphal",Oldsmobile,Bravada,1994,Goldenrod,75152
253,2022-11-16,Reichel-Franecki,Toyota,RAV4,1997,Mauv,22402
254,2023-03-01,Thompson Inc,Dodge,Durango,2005,Aquamarine,34522
255,2023-04-20,"Gerhold, Wisoky and Cole",Chevrolet,Tahoe,1997,Turquoise,37456
256,2023-04-27,Bergstrom-Wiza,Mazda,MPV,2002,Violet,72607
257,2023-02-14,"Corwin, Bruen and Brakus",BMW,530,2005,Crimson,43333
258,2022-11-29,"Pacocha, Toy and Wiegand",Dodge,Ram 1500 Club,1997,Crimson,49510
259,2022-11-27,"Rath, Shields and Koepp",Mercedes-Benz,E-Class,2000,Blue,19548
260,2023-02-07,Braun Group,Volkswagen,Passat,2002,Goldenrod,68542
261,2022-12-12,"Zemlak, Kris and Hagenes",Infiniti,Q,2002,Pink,10783
262,2023-05-13,"Feil, Ondricka and Grimes",Mazda,B-Series Plus,2002,Orange,99492
263,2023-01-23,Stanton Group,Mercury,Villager,2001,Green,15469
264,2022-11-30,"Kerluke, Lindgren and Stokes",Subaru,Baja,2004,Blue,99685
265,2022-12-05,"Breitenberg, Metz and Russel",Mazda,MX-3,1996,Pink,50896
266,2023-04-22,Hansen-Brakus,Hyundai,Genesis Coupe,2010,Crimson,35315
267,2023-04-15,"Hintz, Jenkins and Satterfield",Pontiac,Grand Prix,2007,Blue,79485
268,2023-04-28,Nitzsche LLC,Chevrolet,Suburban 2500,2005,Red,39855
269,2023-03-21,Bahringer-Blanda,Jeep,Cherokee,1992,Violet,46558
270,2023-01-31,Rath Inc,Lotus,Esprit,1985,Purple,64971
271,2023-03-11,"Cummings, Orn and Jakubowski",Acura,MDX,2007,Aquamarine,93871
272,2023-02-27,Kuvalis-Quigley,Hyundai,Accent,2009,Puce,66787
273,2022-11-15,Schneider LLC,Buick,Skylark,1998,Indigo,76569
274,2023-03-24,"Mohr, Mraz and Turner",Toyota,T100 Xtra,1997,Purple,69240
275,2023-04-23,"Schimmel, Koch and Torphy",GMC,Envoy XL,2006,Yellow,77388
276,2023-04-15,"Marks, Rau and Price",Mercury,Cougar,1995,Purple,84020
277,2022-12-23,Metz Inc,Mazda,Miata MX-5,1995,Violet,98003
278,2023-05-12,"Dicki, Ondricka and Hoppe",Nissan,Rogue,2012,Orange,38920
279,2023-03-09,Rowe Group,Ford,Thunderbird,1990,Violet,39451
280,2023-01-04,"O'Reilly, Jakubowski and Luettgen",Mitsubishi,Eclipse,1991,Red,12795
281,2023-04-19,D'Amore and Sons,Jaguar,XJ Series,2001,Maroon,85801
282,2022-12-09,Homenick-Okuneva,Lincoln,Continental,1987,Violet,48156
283,2023-03-25,Herzog-Gulgowski,Mitsubishi,Mighty Max,1986,Orange,12592
284,2022-12-03,Lockman LLC,Ford,Probe,1995,Crimson,94305
285,2022-11-30,Waters-Beatty,Chevrolet,SSR,2005,Khaki,36027
286,2023-03-29,Stroman-Tremblay,Pontiac,Vibe,2006,Fuscia,62139
287,2023-02-09,Gerlach LLC,Nissan,Sentra,2001,Red,60632
288,2023-03-09,Christiansen Group,Chevrolet,Suburban,2008,Maroon,41474
289,2023-01-30,Bradtke-Beer,Acura,NSX,1997,Indigo,25997
290,2023-03-21,Hodkiewicz-Lockman,Ford,Expedition,2010,Teal,95946
291,2022-12-30,Kub-Leuschke,GMC,Vandura 2500,1993,Khaki,57076
292,2023-02-12,Schimmel Inc,Dodge,Ram 2500,2005,Aquamarine,26760
293,2023-01-30,Nolan-Pfeffer,Ford,Contour,2000,Maroon,21061
294,2023-02-05,Wintheiser-Oberbrunner,Ford,E-Series,2001,Fuscia,26172
295,2022-11-16,Gibson Inc,Mercedes-Benz,SLK-Class,2011,Maroon,79464
296,2022-12-15,Smith-Towne,Acura,RL,2003,Indigo,56019
297,2023-03-10,Mitchell Inc,Pontiac,Trans Sport,1994,Indigo,62481
298,2023-01-25,Johns-Hills,Audi,200,1990,Goldenrod,87590
299,2022-11-17,Fay Inc,Chevrolet,Tahoe,1996,Fuscia,11458
300,2023-04-04,Boyle-Stamm,Porsche,911,2005,Goldenrod,75525
301,2022-12-13,"Koepp, Zulauf and Balistreri",Oldsmobile,Silhouette,1997,Blue,48426
302,2022-12-09,"Johnston, Fritsch and Reichel",BMW,1 Series,2011,Khaki,51817
303,2023-02-26,Walker and Sons,Honda,Accord,1994,Pink,34781
304,2022-11-21,"Schmidt, Tremblay and Johns",Toyota,Corolla,2008,Mauv,99716
305,2022-11-23,Crona-Nienow,Ford,E250,2012,Blue,74825
306,2023-04-12,Kemmer-Lind,Chevrolet,3500,1997,Goldenrod,76708
307,2023-01-29,Koch-Dooley,Suzuki,Grand Vitara,2000,Aquamarine,88801
308,2022-12-11,Predovic-Harber,Chevrolet,Tahoe,2000,Blue,33611
309,2022-12-14,Bode-Lesch,Mercedes-Benz,SL-Class,1991,Khaki,51029
310,2023-05-03,"Mertz, Bartell and Terry",Mazda,B-Series,1990,Orange,91921
311,2023-01-26,Kihn Inc,Oldsmobile,88,1992,Blue,59734
312,2023-02-02,"McCullough, Pagac and Purdy",Toyota,Sienna,1998,Violet,74591
313,2023-02-06,Mohr-Koelpin,Maserati,GranTurismo,2008,Crimson,29331
314,2023-01-17,Jast LLC,Buick,Regal,2000,Blue,54950
315,2023-03-11,Price-Marvin,GMC,Safari,1994,Mauv,22510
316,2023-05-08,"Hackett, Donnelly and Rodriguez",Nissan,Murano,2006,Indigo,65161
317,2022-11-21,"Turcotte, Klocko and Stark",Infiniti,JX,2013,Turquoise,25174
318,2023-02-06,Maggio Inc,Isuzu,Trooper,1993,Turquoise,14997
319,2023-02-16,Smitham and Sons,Ford,LTD Crown Victoria,1989,Mauv,87708
320,2023-01-15,Maggio Inc,Pontiac,LeMans,1988,Aquamarine,83160
321,2023-05-12,Hammes LLC,Land Rover,Range Rover,1992,Khaki,87043
322,2023-04-10,Streich-Hammes,Mercedes-Benz,SL-Class,2006,Aquamarine,71981
323,2022-11-24,"Gorczany, Hoppe and Breitenberg",GMC,Envoy,2002,Indigo,86639
324,2023-01-22,Price LLC,BMW,645,2004,Puce,73651
325,2023-04-07,"Reichel, Towne and Schuster",Ford,Tempo,1992,Fuscia,54263
326,2023-01-06,Hilpert-Mosciski,Hyundai,Santa Fe,2003,Violet,31847
327,2022-12-24,"Daugherty, Rohan and Leannon",Mercury,Monterey,2007,Puce,21095
328,2022-12-24,"Bayer, Kerluke and Cremin",Maserati,GranTurismo,2008,Fuscia,37328
329,2023-01-10,"Shanahan, Abernathy and Dare",Dodge,Stratus,1997,Yellow,64789
330,2023-01-01,McCullough-Abernathy,GMC,1500,1994,Turquoise,64249
331,2023-03-25,"Dach, Yundt and Cronin",Ford,F-Series,2009,Mauv,90238
