id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
54,2021-06-27,Tremblay Inc,Oldsmobile,Bravada,1992,Fuscia,28775
55,2022-08-29,"Beatty, Morar and Rutherford",Honda,Insight,2011,Green,22932
56,2018-09-06,Wisozk Inc,Mazda,MX-6,1990,Puce,84674
57,2018-08-07,Rolfson LLC,Chevrolet,Silverado 2500,2012,Khaki,61738
58,2023-03-01,Tremblay-Schmeler,Toyota,Celica,1995,Orange,57327
59,2020-09-30,Rutherford LLC,GMC,Rally Wagon 3500,1992,Orange,36680
60,2021-08-28,Satterfield and Sons,Mitsubishi,Chariot,1990,Mauv,74532
61,2022-03-07,Boehm-Stehr,Mazda,MPV,1990,Maroon,98303
62,2021-12-30,O'Conner-Wilkinson,Jeep,Compass,2011,Goldenrod,23697
63,2018-02-07,"Mante, Anderson and Bechtelar",Lincoln,Continental,1991,Maroon,48523
64,2018-05-05,Stark-Anderson,Lotus,Esprit,1996,Aquamarine,68028
65,2021-02-12,Gibson LLC,Mercedes-Benz,C-Class,1998,Green,69795
66,2018-01-02,"Wolf, Harris and Skiles",Ford,Mustang,1989,Crimson,14132
67,2019-05-03,"Wiza, Carroll and Abshire",Volkswagen,rio,1997,Pink,94729
68,2018-11-13,Durgan-Deckow,Mazda,Miata MX-5,2008,Green,80929
69,2018-03-17,"Cruickshank, Borer and Walter",Mazda,626,1987,Aquamarine,76528
70,2018-04-01,Dooley-Ritchie,GMC,Savana 1500,2009,Puce,63110
71,2020-10-08,"Nolan, Quigley and Ratke",Infiniti,Q,2006,Teal,69241
72,2022-10-15,Heidenreich-Yundt,GMC,2500,1996,Puce,45618
73,2021-06-01,Hackett Inc,Mitsubishi,Chariot,1988,Maroon,87210
74,2022-12-25,Lang-Schneider,Maybach,57,2003,Yellow,54013
75,2019-09-09,Roob-Wintheiser,Lincoln,MKT,2013,Indigo,47156
76,2021-04-06,Homenick-Romaguera,Volvo,V90,1998,Mauv,23817
77,2021-08-20,"Leffler, Wiegand and Parker",Lexus,HS,2012,Turquoise,88592
78,2022-08-05,Hackett Inc,Mazda,Familia,1986,Red,25938
79,2020-01-14,Ankunding-Emard,Mazda,929,1992,Indigo,38411
80,2019-05-08,Bauch-Hilll,Toyota,MR2,1987,Violet,38448
81,2018-11-09,"Goyette, Schinner and Herzog",GMC,Envoy,2004,Green,38703
82,2021-10-09,Hintz and Sons,Pontiac,Grand Prix,1970,Red,86590
83,2021-05-20,Dooley-Brakus,Mitsubishi,Mighty Max Macro,1994,Pink,21155
84,2018-09-20,McDermott-Upton,Hyundai,Sonata,2005,Violet,51500
85,2020-01-02,"Bauch, Hoeger and Nikolaus",Ford,Fiesta,2013,Indigo,82657
86,2022-03-30,"Bayer, Kautzer and Sanford",Bentley,Continental GT,2010,Orange,78561
87,2020-04-15,Smitham LLC,Hyundai,Accent,2012,Red,56562
88,2018-08-23,"Lang, Kerluke and Hagenes",Honda,Accord Crosstour,2011,Pink,17447
89,2018-12-05,Crooks LLC,Mitsubishi,Pajero,1984,Khaki,83467
90,2020-07-22,"Luettgen, Hirthe and Funk",GMC,Rally Wagon 2500,1994,Puce,28473
91,2022-11-30,Ondricka-Cartwright,Chrysler,Crossfire,2007,Indigo,60316
92,2019-10-19,"Fadel, Casper and MacGyver",Nissan,200SX,1995,Pink,20939
93,2022-07-14,Moore-Franecki,Chevrolet,Astro,2005,Orange,57329
94,2020-10-21,Ryan LLC,Hyundai,Veracruz,2012,Pink,31719
95,2022-03-08,Harvey Inc,Acura,Legend,1992,Fuscia,29960
96,2018-11-24,Stokes-Cruickshank,Audi,RS 6,2003,Yellow,88591
97,2021-11-05,Grimes Inc,Lexus,LS Hybrid,2012,Teal,85872
98,2022-10-01,"Grimes, Parker and Jacobs",Acura,NSX,1993,Orange,88676
99,2021-02-28,Barrows Inc,Dodge,Grand Caravan,1994,Green,88965
100,2022-11-30,Kshlerin LLC,Mitsubishi,Eclipse,1998,Mauv,21360
101,2019-08-23,Jaskolski and Sons,Ford,Thunderbird,1989,Puce,24531
102,2022-07-18,Tromp-Hudson,Kia,Sedona,2003,Purple,64678
103,2021-06-19,Stehr Inc,Lexus,IS,2007,Green,73161
104,2018-09-15,Prohaska and Sons,Chrysler,PT Cruiser,2010,Crimson,87357
105,2021-10-03,Jacobson Inc,Dodge,Dakota,2001,Aquamarine,60510
106,2018-07-13,Stoltenberg Inc,BMW,X6,2010,Blue,75559
107,2020-05-19,"Schroeder, Hartmann and Waelchi",BMW,X6 M,2010,Turquoise,54909
108,2022-06-09,Jast-Runolfsson,Cadillac,DeVille,1997,Turquoise,87753
109,2020-06-06,"Mills, Rogahn and Bartoletti",Honda,Civic,2000,Orange,61058
110,2020-01-18,"Effertz, Kling and Runte",Mercedes-Benz,S-Class,2004,Mauv,72075
111,2019-06-29,Price and Sons,Jeep,Wrangler,2002,Yellow,38361
112,2018-01-31,Reichert LLC,GMC,Rally Wagon 3500,1992,Turquoise,82477
113,2019-02-02,Dooley-Mohr,Buick,Regal,2011,Crimson,54784
114,2023-05-06,"Wisozk, Keebler and D'Amore",GMC,Terrain,2011,Khaki,82784
115,2022-07-16,Kihn Inc,Buick,Enclave,2008,Puce,50294
116,2019-01-27,"Botsford, Skiles and Sauer",Dodge,Durango,2000,Aquamarine,51406
117,2021-01-19,"Connelly, Satterfield and Zboncak",Cadillac,Escalade EXT,2002,Red,97982
118,2019-12-08,Raynor-Becker,Plymouth,Sundance,1994,Blue,53613
119,2022-04-17,Durgan-Graham,Nissan,Sentra,2010,Turquoise,60708
120,2021-02-22,"Davis, King and Blanda",Lexus,GS,1998,Pink,57558
121,2023-04-26,Kreiger Group,Hyundai,Elantra,1999,Violet,41917
122,2018-03-16,Medhurst-Renner,Buick,Regal,1991,Fuscia,94120
123,2021-04-10,Crooks-Marquardt,Chevrolet,G-Series G30,1994,Violet,70711
124,2020-10-21,O'Conner LLC,Buick,Century,1990,Orange,70381
125,2022-11-16,Donnelly-Emmerich,Lexus,ES,2010,Mauv,45728
126,2023-02-07,Crooks-Schmitt,Lexus,RX Hybrid,2008,Khaki,72849
127,2021-12-10,"Bernier, Thompson and Harber",Dodge,Dakota,2011,Orange,33990
128,2021-04-15,Schinner Group,Volvo,C70,2001,Aquamarine,73202
129,2019-12-09,Stroman LLC,Toyota,Prius v,2012,Purple,61221
130,2019-02-06,"Mayer, Collins and Will",Infiniti,Q,1995,Orange,31134
131,2019-01-24,Blick and Sons,Fairthorpe,Rockette,1960,Yellow,39881
132,2018-12-23,"Little, Bernier and Williamson",Mitsubishi,Outlander,2007,Pink,29072
133,2018-03-27,"Stokes, Kirlin and Harber",Kia,Rio5,2008,Puce,94483
134,2019-01-26,Sporer LLC,Mazda,323,1995,Khaki,79160
135,2022-05-13,Brakus-Mohr,Infiniti,FX,2003,Crimson,31981
136,2022-12-31,"Bogan, Hettinger and Veum",Chevrolet,Lumina,1999,Puce,98245
137,2020-07-12,Mueller-Bogisich,Mazda,626,2000,Pink,13302
138,2020-01-12,Ritchie Group,Ford,F350,2009,Khaki,13085
139,2022-07-10,Conroy-Tremblay,Kia,Carens,2008,Puce,94192
140,2019-04-15,Crooks-Weissnat,Nissan,Frontier,2011,Blue,53553
141,2021-06-13,"Rowe, Nitzsche and Turner",Lincoln,Mark LT,2006,Green,33447
142,2018-02-11,Hermiston LLC,Mercury,Mountaineer,2002,Blue,48173
143,2022-05-25,Roob-Klocko,Kia,Optima,2009,Fuscia,99518
144,2023-01-01,Schmidt and Sons,Cadillac,Escalade EXT,2010,Crimson,83948
145,2018-04-27,"Klocko, Collins and Auer",Lexus,GS,1994,Violet,24681
146,2023-03-08,"Larson, Mraz and Blanda",Holden,VS Commodore,1995,Khaki,67857
147,2019-04-07,Oberbrunner Inc,Mercedes-Benz,GL-Class,2008,Goldenrod,62653
148,2021-05-11,Hoeger Group,Honda,Accord,1992,Mauv,57273
149,2022-11-22,"Satterfield, Kuhlman and Batz",Honda,Accord,1999,Pink,37486
150,2022-03-13,"Zboncak, Lubowitz and Volkman",GMC,Sierra,2011,Goldenrod,27359
151,2019-09-06,Barrows-Collier,Chevrolet,TrailBlazer,2008,Crimson,28461
152,2022-06-04,"Schamberger, Reinger and Ankunding",Chevrolet,Cavalier,1999,Violet,30917
153,2018-01-22,Streich-Waters,Pontiac,Vibe,2009,Puce,25051
154,2020-12-31,"Ullrich, Hahn and Rice",Oldsmobile,Bravada,1993,Khaki,35821
155,2019-07-07,O'Keefe Group,Honda,CR-X,1984,Purple,90163
156,2018-05-04,Harvey and Sons,Ford,Bronco II,1989,Maroon,11413
157,2021-10-07,"Kohler, Heller and O'Conner",Lexus,RX,2013,Teal,97051
158,2023-04-05,"Walker, Dietrich and Pagac",Buick,Roadmaster,1994,Goldenrod,64425
159,2019-01-15,Balistreri Group,Lincoln,Aviator,2004,Blue,64034
160,2018-07-11,Gottlieb Group,Audi,5000CS,1987,Green,62662
161,2020-03-13,"Treutel, Langosh and Reynolds",Dodge,Ram,1994,Aquamarine,95110
162,2019-09-06,Borer Inc,Oldsmobile,98,1994,Khaki,33437
163,2020-02-26,"Becker, O'Connell and Bechtelar",Ford,Explorer Sport,2003,Mauv,52206
164,2020-04-21,Hudson-Funk,Chrysler,Aspen,2007,Aquamarine,96365
165,2022-04-19,Bergstrom Group,Lexus,RX Hybrid,2012,Pink,43418
166,2022-06-12,"Parisian, Bradtke and Keeling",Isuzu,i-280,2006,Green,16563
167,2020-10-27,Ritchie-Hoeger,Ford,Escort,1987,Yellow,41355
168,2022-11-08,Zboncak-Auer,Saab,9000,1990,Goldenrod,17607
169,2020-12-02,Abbott Inc,Ford,F150,2010,Khaki,48712
170,2023-01-18,"Becker, Schumm and Ward",Ford,Ranger,2001,Goldenrod,57797
171,2021-12-12,Abshire-Kutch,Ford,EXP,1988,Fuscia,80873
172,2023-01-06,Dibbert-Blanda,Acura,CL,2001,Yellow,31968
173,2023-02-22,Bergnaum-Wilderman,GMC,Canyon,2012,Turquoise,36321
174,2022-02-10,"Hickle, Goyette and Bashirian",Ford,Windstar,2002,Maroon,47829
175,2021-10-28,Block-Pfeffer,Cadillac,XLR,2006,Maroon,18225
176,2019-07-12,Schowalter Inc,Oldsmobile,Silhouette,2003,Yellow,97746
177,2021-01-27,Jerde-Jacobson,GMC,Yukon Denali,2006,Aquamarine,99111
178,2022-04-03,Wuckert Inc,Dodge,Dakota,2007,Purple,92603
179,2021-04-05,"Vandervort, Smith and Mosciski",Mitsubishi,Lancer Evolution,2011,Yellow,99370
180,2022-03-22,Effertz-Konopelski,Mercedes-Benz,190E,1993,Blue,77444
181,2021-11-05,Nienow LLC,Hyundai,XG350,2003,Aquamarine,43530
182,2020-05-01,O'Reilly LLC,Audi,Coupe GT,1985,Orange,72686
183,2022-10-06,"Bogan, Weimann and Mills",Ferrari,458 Italia,2010,Goldenrod,73795
184,2020-01-22,Waters-Huel,Toyota,MR2,1995,Teal,20293
185,2022-01-02,"Krajcik, Lakin and Goodwin",Acura,NSX,2002,Red,80722
186,2019-07-29,Zulauf-Grant,Infiniti,I,1996,Fuscia,34361
187,2018-12-24,"Hammes, Herzog and Kuphal",Ford,Taurus,2002,Orange,60125
188,2023-03-13,Runolfsdottir-Senger,Ford,Courier,1988,Red,39782
189,2020-04-02,"Rutherford, Bogisich and Heidenreich",Chevrolet,2500,1996,Khaki,88539
190,2022-05-22,Nader and Sons,Nissan,Maxima,2006,Purple,28948
191,2018-04-22,"Dibbert, Kunde and Ritchie",Lexus,GX,2005,Khaki,70213
192,2020-01-13,Thompson-Hermiston,Lincoln,Continental,1991,Red,18770
193,2019-04-17,Lakin and Sons,Chevrolet,Corvette,1970,Puce,27809
194,2021-11-07,"Waters, Borer and Cassin",Chevrolet,Venture,2005,Orange,11385
195,2022-01-30,Mosciski-Reichel,Acura,TL,1998,Orange,62813
196,2022-09-17,Cassin-Koepp,Lincoln,Navigator,1999,Yellow,29231
197,2022-06-24,Collins and Sons,Toyota,Land Cruiser,1999,Blue,14507
198,2018-09-14,Cummings-Spencer,Mercedes-Benz,SL-Class,2011,Khaki,85567
199,2022-07-17,McLaughlin-Gleason,Mercury,Grand Marquis,1995,Fuscia,32587
200,2022-08-20,Roberts Inc,Toyota,Camry Hybrid,2010,Purple,25602
201,2020-12-31,Swift Inc,Mercury,Mountaineer,2009,Indigo,52551
202,2018-09-13,Dibbert-Mayer,Volkswagen,Passat,1990,Khaki,27613
203,2019-09-30,Conn-Maggio,Honda,Fit,2008,Yellow,11829
204,2021-03-04,"Huel, Anderson and Pagac",GMC,2500 Club Coupe,1993,Green,89928
205,2021-08-23,Beier-Simonis,Chevrolet,S10 Blazer,1993,Orange,26994
206,2021-11-01,Crona Group,Volvo,XC90,2013,Violet,19181
207,2023-04-08,Wisoky and Sons,Chevrolet,LUV,1979,Maroon,15276
208,2018-07-22,"Wintheiser, Ziemann and VonRueden",Chrysler,Sebring,2002,Puce,86588
209,2018-12-09,"Bauch, Cummerata and Schneider",Mercedes-Benz,S-Class,2005,Maroon,50160
210,2018-05-31,"Goodwin, Kling and Hintz",GMC,Savana 2500,1999,Aquamarine,20924
211,2018-10-15,"Wuckert, Koch and Stark",Lamborghini,Murciélago,2008,Crimson,23182
212,2021-04-13,"King, Wisozk and Thiel",Toyota,Corolla,2004,Crimson,89681
213,2021-12-16,Dicki and Sons,Land Rover,Discovery,1999,Fuscia,76151
214,2020-11-15,"Prosacco, Gerlach and Stehr",GMC,Sonoma,1992,Blue,63961
215,2018-05-06,Roob Group,Pontiac,Gemini,1989,Orange,53917
216,2019-11-25,Schroeder Group,Chevrolet,G-Series 3500,1998,Indigo,81543
217,2021-02-23,Parisian-Rolfson,Chevrolet,Avalanche 2500,2004,Puce,57870
218,2019-04-30,"Nitzsche, Abbott and Koss",Land Rover,Range Rover,2002,Puce,99717
219,2018-06-09,"Romaguera, Littel and Ferry",Ford,Crown Victoria,2009,Aquamarine,16524
220,2020-10-26,"Bernhard, Wiegand and Schiller",Nissan,200SX,1998,Goldenrod,27322
221,2020-08-23,Walsh-Nikolaus,Maybach,62,2008,Goldenrod,32434
222,2018-03-20,Yost Inc,Oldsmobile,Bravada,1993,Indigo,16719
223,2019-07-30,"Little, Corkery and Nicolas",GMC,Savana 1500,2007,Puce,64044
224,2021-07-10,Turcotte-Glover,Mercury,Sable,1990,Aquamarine,25676
225,2021-09-27,Rau-Blanda,Cadillac,DTS,2007,Aquamarine,40426
226,2019-01-08,Kunde Inc,Toyota,Tacoma,2006,Orange,89813
227,2022-01-24,Kreiger-Lehner,Dodge,Ram Van 1500,1995,Goldenrod,28758
228,2022-06-14,Russel Group,Mercedes-Benz,S-Class,2005,Fuscia,15982
229,2022-08-04,"Rippin, Dach and Kihn",Rolls-Royce,Phantom,2007,Green,85233
230,2022-12-02,Homenick LLC,Chevrolet,Malibu,1998,Puce,25727
231,2018-12-13,O'Reilly-Weimann,Dodge,Nitro,2008,Pink,77554
232,2021-12-30,O'Keefe Inc,Ford,Mustang,1986,Maroon,17249
233,2022-12-13,"Lesch, Lemke and Kreiger",Toyota,Previa,1995,Goldenrod,55173
234,2018-03-02,Kling and Sons,Dodge,Dakota Club,1998,Aquamarine,70637
235,2021-11-04,McCullough LLC,Dodge,Shadow,1994,Mauv,17323
236,2018-02-21,"Bogisich, Hammes and Nolan",GMC,Yukon XL 2500,2008,Orange,15600
237,2020-11-12,"Lehner, Batz and Glover",Mitsubishi,Montero,1992,Goldenrod,97883
238,2021-07-18,Cole Inc,Lincoln,Blackwood,2003,Turquoise,10743
239,2019-02-15,Abshire LLC,Nissan,Frontier,2011,Goldenrod,67857
240,2018-07-21,"Hoppe, Shields and Klocko",Mercury,Mariner,2009,Crimson,44912
241,2018-03-15,"Bayer, Wilderman and Jacobson",Scion,xD,2011,Indigo,85781
242,2023-05-09,"Dietrich, Douglas and Hackett",Buick,Enclave,2010,Khaki,28345
243,2018-02-08,Fadel Inc,Lexus,GX,2006,Violet,64960
244,2018-08-25,"Pollich, Steuber and Bradtke",Mitsubishi,Pajero,1995,Maroon,73172
245,2020-07-26,"Kuhic, Bechtelar and Brekke",Hyundai,Sonata,1996,Green,79784
246,2018-01-31,"Schmeler, Dietrich and Ritchie",Lexus,RX,2001,Teal,54440
247,2021-08-31,Ward-McClure,GMC,Savana 3500,2001,Teal,96279
248,2020-08-19,Leffler Inc,Mercedes-Benz,S-Class,2008,Aquamarine,93416
249,2022-12-14,"Hauck, Heller and Beier",Hyundai,Tucson,2006,Teal,35657
250,2022-04-29,Quitzon-Walsh,Chevrolet,Caprice Classic,1995,Indigo,85482
251,2020-01-16,Leannon-Mills,Mazda,B-Series,2007,Turquoise,51680
252,2019-03-05,O'Connell and Sons,Isuzu,VehiCROSS,2000,Khaki,92906
253,2021-04-25,"Beer, Grant and O'Conner",Plymouth,Voyager,1994,Indigo,42203
254,2018-03-31,Homenick Group,Mercedes-Benz,W201,1991,Aquamarine,64566
255,2018-02-01,Kiehn Inc,Chevrolet,Silverado 2500,2000,Pink,42121
256,2022-06-25,Hills LLC,Audi,A4,2006,Maroon,27365
257,2021-08-24,"Sipes, Padberg and Zulauf",Chevrolet,Malibu,2001,Fuscia,54337
258,2020-03-17,Marquardt Inc,Dodge,Spirit,1993,Violet,56945
259,2022-10-25,Klocko-Mohr,Ford,Mustang,1968,Mauv,19643
260,2022-11-19,"Klein, Gleason and Gorczany",Subaru,Forester,2004,Green,15278
261,2021-09-14,"Borer, Wolff and Prohaska",Dodge,Caliber,2007,Mauv,71042
262,2022-02-23,Bartell-Wyman,Daewoo,Lanos,2000,Turquoise,90621
263,2018-03-02,Kiehn-D'Amore,Buick,Somerset,1986,Aquamarine,94176
264,2020-08-07,Treutel-Kling,Ford,Mustang,2004,Pink,33398
265,2020-10-10,Heaney and Sons,Porsche,914,1970,Aquamarine,43983
266,2018-07-11,"Stiedemann, Dicki and Heaney",Pontiac,Firebird,1995,Blue,79577
267,2019-10-16,"Konopelski, Swaniawski and Bernhard",Dodge,Ram 1500,1997,Maroon,82103
268,2018-01-15,O'Keefe Group,Toyota,FJ Cruiser,2008,Blue,69473
269,2022-07-19,Purdy-Kuvalis,MINI,Countryman,2012,Fuscia,58221
270,2019-10-31,Kulas-Renner,Audi,A5,2008,Indigo,19835
271,2020-02-18,Douglas-Bins,Toyota,Celica,1997,Goldenrod,53467
272,2022-08-07,Denesik-Kihn,Ford,E250,2008,Mauv,87391
273,2023-01-22,Volkman Inc,GMC,Yukon XL 2500,2012,Aquamarine,51426
274,2023-01-28,Hackett-Cole,Audi,RS4,2008,Orange,15788
275,2021-01-10,Nienow-Wilkinson,GMC,1500 Club Coupe,1997,Pink,22140
276,2022-02-17,"Kling, Mohr and Sawayn",Chevrolet,Express 1500,1997,Puce,26399
277,2020-11-01,Schuppe-Hagenes,Ford,Mustang,2003,Red,89345
278,2022-09-06,Botsford-Robel,Suzuki,Swift,2005,Orange,98056
279,2021-06-16,Feil and Sons,Buick,LaCrosse,2011,Puce,24735
280,2020-05-29,Hickle and Sons,Ford,F250,2010,Mauv,30372
281,2019-09-16,"Lemke, Bahringer and Littel",Volvo,S70,1998,Mauv,37328
282,2021-02-01,Bashirian-Treutel,Chevrolet,Cavalier,1992,Teal,74834
283,2022-06-24,Nienow Group,Chevrolet,Corvette,1959,Mauv,71801
284,2019-03-22,Toy LLC,Scion,xD,2010,Orange,21367
285,2021-08-02,Osinski LLC,Isuzu,Rodeo,2002,Indigo,86446
286,2023-02-16,Ruecker-Runolfsdottir,Toyota,Sienna,2001,Mauv,10220
287,2020-08-11,Jenkins-Brekke,Lexus,RX,2001,Yellow,85592
288,2021-02-13,Emard and Sons,Subaru,Leone,1985,Purple,91525
289,2018-05-26,"Corkery, Schoen and Rowe",Bentley,Arnage,2005,Khaki,17548
290,2021-04-11,Ritchie-Luettgen,Dodge,Caravan,2007,Purple,64126
291,2021-07-22,Champlin-Witting,Suzuki,SJ,1985,Blue,99312
292,2021-03-05,Moen Group,Pontiac,GTO,1968,Violet,55811
293,2021-01-06,"Welch, Kautzer and Carter",Pontiac,G3,2009,Blue,71475
294,2022-04-23,"Kuhic, Douglas and Miller",Saturn,Relay,2006,Puce,22751
295,2020-02-07,Wisozk and Sons,Saturn,S-Series,2002,Khaki,45272
296,2020-06-25,McClure-Barrows,Chevrolet,Corvette,1978,Blue,59573
297,2020-10-09,"Feil, Wiza and Runte",Mitsubishi,Montero,1998,Maroon,65444
298,2021-09-16,Hackett and Sons,Cadillac,DeVille,2000,Puce,23463
299,2019-04-08,"Armstrong, Leannon and Schowalter",Chevrolet,Vega,1971,Puce,34942
300,2023-03-07,Walker-Dickinson,Mitsubishi,Truck,1992,Fuscia,56516
301,2019-06-09,"O'Conner, Klein and Schimmel",Saturn,VUE,2006,Mauv,69462
302,2020-03-26,Stroman and Sons,GMC,1500 Club Coupe,1997,Orange,34520
303,2020-08-13,Baumbach LLC,Mitsubishi,Lancer Evolution,2004,Blue,41561
304,2020-05-18,Aufderhar-Monahan,Mercedes-Benz,G-Class,2005,Maroon,55369
305,2020-10-09,Bartoletti LLC,Chevrolet,Corvette,1957,Violet,20382
306,2018-09-12,Nikolaus-Ruecker,Porsche,Boxster,2012,Puce,86811
307,2021-11-26,"Bednar, Harber and Frami",Isuzu,Ascender,2003,Purple,16013
308,2019-07-13,"Dickinson, Schiller and Wyman",Honda,Civic,2012,Orange,44647
309,2018-07-04,"Mitchell, Christiansen and Hickle",Mazda,Miata MX-5,2009,Pink,36758
310,2018-08-06,Murazik Inc,Dodge,Ram 2500,2007,Mauv,51540
311,2022-03-17,"Kozey, Braun and Kuhlman",Subaru,Impreza,2007,Crimson,58833
312,2023-05-01,"Schumm, Franecki and Hoppe",Mazda,626,1984,Purple,97682
313,2022-02-18,"Fritsch, O'Kon and Kemmer",BMW,X5,2000,Blue,66305
314,2020-11-25,Dach and Sons,Oldsmobile,Alero,1999,Pink,34078
315,2018-04-06,Kerluke-Little,Infiniti,G,1995,Teal,59624
316,2018-01-19,"Kreiger, Orn and Reynolds",Volvo,C70,2004,Crimson,90810
317,2019-12-10,Kuhlman-Lowe,Chrysler,Concorde,1998,Aquamarine,57104
318,2019-07-31,Frami Inc,Dodge,Challenger,2011,Aquamarine,83382
319,2020-11-07,"Becker, Mante and Mayert",Suzuki,Sidekick,1997,Khaki,87785
320,2018-09-06,Hayes-Heller,BMW,M Roadster,2007,Green,31394
321,2018-06-15,"Kovacek, Jacobson and Franecki",Lincoln,LS,2001,Aquamarine,26338
322,2019-12-11,Bode Group,Mercedes-Benz,C-Class,1997,Orange,78623
323,2021-10-30,Pagac-Thompson,Honda,Insight,2006,Aquamarine,30170
324,2018-11-08,"Price, Cummings and Goyette",Dodge,Ram Wagon B150,1992,Teal,20239
325,2019-01-31,"Roberts, Mueller and Little",Maserati,Spyder,2005,Crimson,57456
326,2020-03-02,"Roob, Halvorson and Johns",Dodge,Ram Van 1500,2001,Orange,91986
327,2019-10-12,Stokes-Mills,Honda,Ridgeline,2006,Mauv,95582
328,2018-06-21,Skiles-Lemke,GMC,2500,1997,Red,14990
329,2021-12-05,Nolan-McClure,Chevrolet,Malibu,2010,Green,23043
330,2019-09-16,"Reichert, Champlin and Hand",Subaru,Legacy,1990,Khaki,94683
